field1,field2,field3,field4,field5,_GC_TYPE,_X,_Y
을지로입구역점,"월-금 06:30~22:00 | 토요일 09:00~22:00 l 일,공휴일 09:00~22:00","서울시 중구 남대문로10길 6 1,2층",02-752-3348,"서울특별시중구남대문로10길61,2층",유,126.98537928897417,37.568064858761765
신천역점,월-금 07:00~22:00 | 토 07:00~22:00 | 일 08:00~22:00,서울시 송파구 올림픽로100 효창타워1층,02-417-8851,서울특별시송파구올림픽로100효창타워1층,정,127.08168827895024,37.511415808685456
인천공항탑승동105gate앞점,매일 06:30~20:00,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-68,032-743-7223,인천광역시중구공항로272인천국제공항탑승동3층FB-C5-68,정,126.44910581361283,37.457537048269906
분당정자점,평일/주말/공휴일 07:00-22:00,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층,031-786-1906,경기도성남시분당구정자일로227(정자동)백궁지엔느주차전용빌딩1층,정,127.10560380637496,37.37070858832268
송도홈플러스점,"매일 10:00~22:00 / 2,4번째 일요일 11:00~22:00",인천광역시 연수구 송도국제대로 165(송도동) 홈플러스송도점1층,032-822-5905,인천광역시연수구송도국제대로165(송도동)홈플러스송도점1층,정,126.65637201734559,37.38022559225424
신논현역점,월-금 07:00~21:00 | 토 08:00~21:00 | 일/공휴일 09:00~21:00,서울특별시 강남구 봉은사로108 글라스톤빌딩1층,02-569-9061,서울특별시강남구봉은사로108글라스톤빌딩1층,정,127.02559253677535,37.50453468353491
범계역로데오점,월-금 08:00~24:00 I 토/일/공휴일 08:00~24:00,경기도 안양시 동안구 평촌대로 223번길 41(호계동 1045-9) 2층,031-476-9082,경기도안양시동안구평촌대로223번길41(호계동1045-9)2층,유,126.95196796273508,37.390400835188956
광장동대한제지점,월-금 07:00~22:00 | 토 07:30~22:00 | 일/공휴일 07:30~22:00,서울시 광진구 아차산로563(광장동) 대한제지빌딩 로비층,02-458-8166,서울특별시광진구아차산로563(광장동)대한제지빌딩로비층,정,127.1029301379954,37.54413446574032
삼성역글라스타워뒷점,"평일 07:00~22:30ㅣ주말,공휴일 09:00~21:00",서울시 강남구 영동대로85길 9 (대치동) 서전빌딩1층,02-552-3363,서울특별시강남구영동대로85길9(대치동)서전빌딩1층,정,127.06289712673247,37.50708974856598
이천하이닉스점,평일 06:30~23:00 | 토 09:00~19:00 | 일 09:00~19:00 | 공휴일 휴무,경기 이천시 부발읍 하이닉스반도체,031-8094-7013,경기도이천시부발읍하이닉스반도체,대,127.49685224574073,37.27006648771278
강서그랜드아이파크점,월 ~금 07:00~22:00 토/일 07:00~22:00,서울시 강서구 화곡6동 1095번지 1층,02-2699-7462,서울특별시강서구화곡6동1095번지1층,정,126.85125046706636,37.55485442611993
상암한국지역정보개발원점,평일 07:00~21:00 | 토일 09:00~21:00 | 공휴일 11:00~20:00,서울시 마포구 성암로301 KLID한국지역정보개발원 1층,02-376-9162,서울특별시마포구성암로301KLID한국지역정보개발원1층,정,126.88793772784778,37.58246931962287
해운대점,일-목 08:00~21:30  금~토 08:00~23:00,부산시 해운대구 해운대 해변로277 다옴빌딩1층,051-746-8214,부산광역시해운대구해운대해변로277다옴빌딩1층,정,129.16155569929532,35.1598838972367
수지동천점,매일  08:00~22:00,경기 용인시 수지구 손곡로 95 송란빌딩 1층,031-896-9044,경기도용인시수지구손곡로95송란빌딩1층,정,127.09180846878496,37.33596394441495
올림픽공원북2문앞점,"월-금 07:00~22:00 | 주말,공휴일 07:00~22:00",서울시 강동구 강동대로193 1층,02-471-2372,서울특별시강동구강동대로1931층,유,127.142972911115,37.51844474785293
파주운정홈플러스점,"평일 10:00~22:00ㅣ주말 10:00~22:00ㅣ공휴일 10:00~22:00 (둘째, 넷째 수요일 휴무) | 임시영업시간",경기도 파주시 청암로 17번길 17 1층,031-949-1408,경기도파주시청암로17번길171층,유,126.73360924101544,37.728855965764694
장안점,"| 평일 08:00~21:30  | 주말,공휴일 08:00~21:30 |","서울시 동대문구 장안동 372-1, 1층 일부 및 2층 전체",02-2249-9826,"서울특별시동대문구장안동372-1,1층일부및2층전체",정,127.07050038185862,37.57094639161375
매헌역점,평일 07:30~22:00ㅣ주말 07:30~22:00,서울시 서초구 동산로 1  1층,02-2058-0921,서울특별시서초구동산로11층,유,127.04090889443725,37.469149177890266
연대동문회관점,월-금 06:30~22:30 | 토요일 07:00~22:00 | 일/공휴일 08:00~22:00,"서울시 서대문구 대신동 50-5 1층,2층(B동)",02-362-8301,"서울특별시서대문구대신동50-51층,2층(B동)",유,126.94365019778964,37.56315526291428
강남역12번출구점,"월-금 07:00~21:00 | 토 07:00~21:00 | 일,공휴일 07:00~21:00",서울특별시 강남구 테헤란로 111 2층,02-569-5838,서울특별시강남구테헤란로1112층,유,127.06682859134955,37.5102770135029
잠원논현역점,월-금 07:00~21:00 | 토 09:00~21:00 | 일/공휴일 09:00~21:00,서울시 서초구 신반포로47길 5 건물전체 1~3층,02-541-7404,서울특별시서초구신반포로47길5건물전체1~3층,정,127.01944465540635,37.51094822731511
역삼동태광타워점,"월-금 07:00~21:00 | 토,일 공휴일 08:00~21:00",서울시 강남구 역삼동 718-20  태광타워 1층,02-569-9867,서울특별시강남구역삼동718-20태광타워1층,정,127.03988513830124,37.501021408367016
문래동점,월 ~금 08:00~22:00 토/일 09:00~22:00,서울시 영등포구 문래동6가 5번지 1층,02-2069-3157,서울특별시영등포구문래동6가5번지1층,정,126.889042689262,37.519646204268206
송파파크하비오점,"월-금 07:00~22:00 | 토,일/공휴일 08:30~22:00",서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113,02-449-6881,서울특별시송파구송파대로111송파파크하비오205동1층110-113,정,127.12400488905298,37.48149045344143
문정역엠스테이트점,"평일 07:00~21:00ㅣ토요일 08:00~21:00ㅣ일,공휴일 08:00~21:00","서울특별시 송파구 법원로 114, 엠스테이트 B동 지하 1층, B145-147",02-6177-9080,"서울특별시송파구법원로114,엠스테이트B동지하1층,B145-147",정,127.1205253012085,37.48528939481753
홍대역8번출구점,평일 11:00-22:00 I 주말 09:30-22:00,서울시 마포구 양화로18안길 7 2층,02-338-9463,서울특별시마포구양화로18안길72층,유,126.92675126983035,37.55711198715216
원주AK플라자점,월-목 10:30~20:00ㅣ금-일/공휴일 10:30~20:30,강원도 원주시 봉화로1 AK플라자원주점 1층,033-748-0631,강원도원주시봉화로1AK플라자원주점1층,정,127.92764420597418,37.34567975767917
천호역점,평일 07:30~22:00 ㅣ 주말 08:00~22:00,서울시 강동구 올림픽로 659 쌍용플래티넘리버 1층,02-488-5912,서울특별시강동구올림픽로659쌍용플래티넘리버1층,정,127.12356485682513,37.54030459017425
수원망포역점,월~금요일 07:00~23:00 I 토/일/공휴일 07:00~23:00,경기도 수원시 영통구 영통로 214번길 8 1층,031-273-8751,경기도수원시영통구영통로214번길81층,유,127.06084391560013,37.24635660434705
도곡동지오빌딩점,"월-금 07:00~21:00 | 토,일 08:00~21:00","서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층",02-2058-3027,"서울특별시강남구도곡동543-1,지오빌딩B1층",정,127.04167546343548,37.49223925805408
상봉역점,"| 평일 07:00~22:00  | 주말,공휴일 08:00~22:00 |",서울특별시 중랑구 망우로 291 1층,02-493-8902,서울특별시중랑구망우로2911층,유,127.11481827100496,37.59835672482452
서초부띠크모나코점,월-금 08:00~19:00 I 토-일 08:00~20:00,서울특별시 서초구 서초대로 397 부띠크모나코 1층,02-537-4662,서울특별시서초구서초대로397부띠크모나코1층,정,127.02451634260198,37.49743396173928
구의삼성쉐르빌점,"| 평일 07:00~22:00  | 주말,공휴일 07:00~22:00 |",서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층,02-2201-8953,서울특별시광진구구의강변로106삼성쉐르빌1층,정,127.09489767983189,37.53985819769904
노원역점,"| 평일 07:00~22:00 | 주말, 공휴일  08:00~22:00 |","서울시 노원구 노해로 490, 길빌딩 2층",02-952-9577,"서울특별시노원구노해로490,길빌딩2층",정,127.06241362561329,37.65441320936268
송도트리플스트리트점,"월-목,일 08:00~22:00 / 금,토 08:00 ~ 22:30","인천 연수구 송도과학로 16번길 33-4 D동 119호,207호",032-310-9644,"인천광역시연수구송도과학로16번길33-4D동119호,207호",정,126.6628417647857,37.37866084031053
강동경희대병원앞점,"평일 07:00-22:00 ㅣ 주말,공휴일 07:00-22:00",서울특별시 강동구 동남로 885 양지빌딩 1층,02-481-9938,서울특별시강동구동남로885양지빌딩1층,정,127.15597655712425,37.552653783443624
평택소사점,월-일  09:00 ~ 22:00,"경기도 평택시 평남로 862, 로이드빌딩 1층",031-692-2405,"경기도평택시평남로862,로이드빌딩1층",정,127.11150183762568,37.00046893415584
화정중앙공원점,매일 08:00~23:00,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호,031-979-9402,경기도고양시덕양구화신로260번길26동민프라자1층103~107호,정,126.83299303159062,37.631742324981516
산본역점,"월-목,일 08:00~22:00 I 금-토 09:00~22:00",경기도 군포시 광정로58 1층 104호 및 2층,031-399-8812,경기도군포시광정로581층104호및2층,유,126.92779184021566,37.36345513212203
강북구청앞점,"| 월~목 07:30~22:00  | 금,토 7:30~23:00  | 일,공휴일  07:30~22:00 l","서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)",02-994-8878,"서울특별시강북구한천로139길25,1층일부및2층(수유동191-70)",정,127.02572499217604,37.63909560831502
응암동점,월-금 08:00~22:00 | 토요일 08:00~22:00 | 일/공휴일 09:00~22:00,"서울시 은평구 은평로 121(응암동), 메디컬빌딩",02-389-6283,"서울특별시은평구은평로121(응암동),메디컬빌딩",정,126.92109453350893,37.600445280394716
여의도SK증권빌딩점,월 ~금 06:30~22:30 토/일 09:00~21:00,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,02-6484-5150,서울특별시영등포구국제금융로8길31여의도SK증권빌딩점1층,정,126.92806703292676,37.519747532824624
수원송죽DT점,매일 07:00-23:00,경기도 수원시 장안구 경수대로 989,031-248-6086,경기도수원시장안구경수대로989,정,127.00292611611918,37.305078666307196
위례2차아이파크점,평일 08:00~21:00 | 주말/공휴일 08:00~21:00,서울시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,02-449-9703,서울특별시송파구위례광장로230위례2차아이파크B동1층,정,127.14340179050656,37.47942967629774
현대시티몰가든파이브점,"월-목 10:30~20:30 | 금,토,일 10:30~21:00",서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,02-2673-2110,서울특별시송파구충민로66가든파이브라이프동테크노관1층,정,127.12496191013095,37.47761492264638
한티역디마크빌딩점,"평일 07:00~22:00ㅣ토요일 07:00~22:00 | 일요일,공휴일 08:00~22:00",서울특별시 강남구 도곡로 408 디마크빌딩 1층,02-2052-6590,서울특별시강남구도곡로408디마크빌딩1층,정,127.05523257517717,37.49662159458535
종각역점,"| 월-목 10:00~22:00 l 금,토 10:00~23:00 l 일,공휴일 10:00~22:00 l",서울시 종로구 종로 70 2층,02-739-6268,서울특별시종로구종로702층,유,127.02224968540162,37.575779425868184
성남신흥점,평일 07:30-22:00 I 주말/공휴일 08:00-22:00,경기도 성남시 수정구 수정로 190 (신흥동),031-759-6675,경기도성남시수정구수정로190(신흥동),정,127.14097869560732,37.443428013115515
몽촌토성역점,평일 07:00~22:00ㅣ주말/공휴일 07:00~22:00,"서울시 송파구 방이동 44-2, 장은빌딩 1층",02-2141-0407,"서울특별시송파구방이동44-2,장은빌딩1층",정,127.11278145828935,37.51693044784261
동교동삼거리점,"평일,주말 08:00~21:00",서울특별시 마포구 양화로 196(동교동),02-336-9198,서울특별시마포구양화로196(동교동),정,126.92651560707316,37.55837452996565
양천향교역점,매일 07:00 - 21:00,서울특별시 강서구 강서로 457(마곡동),02-3665-9506,서울특별시강서구강서로457(마곡동),정,126.84042199659739,37.56624343457712
마곡마커스빌딩점,평일 07:00~22:00  주말 08:00~22:00,서울특별시 강서구 마곡동로 55 마커스빌딩 1층,02-6905-3030,서울특별시강서구마곡동로55마커스빌딩1층,정,126.83303697118812,37.56006741531489
수원인계DT점,월-금 07:00~22:00 I 토-일 07:00~22:00,경기도 수원시 팔달구 인계로79 (인계동),031-898-8818,경기도수원시팔달구인계로79(인계동),정,127.0264806923234,37.26887263673113
분당차병원본관앞점,매일 07:00-22:00,경기도 성남시 분당구 야탑로64 DS타워 1층,031-8017-8243,경기도성남시분당구야탑로64DS타워1층,정,127.12597858267938,37.4095024972548
IFC MALL 3호점,사회적 거리두기 월 ~금 07:00~22:00 토/일 10:00~22:00,서울시 영등포구 국제금융로10 IFC Mall L2(2층),02-6137-5056,서울특별시영등포구국제금융로10IFCMallL2(2층),정,126.92487602368978,37.52517710110054
성균관대 자연과학캠퍼스점,월-금 07:00~21:00 | 토 09:00~17:00 | 일/공휴일 휴점,"경기 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층",031-278-7640,"경기도수원시장안구서부로2066,성균관대자연과학캠퍼스N센터1층",정,126.97237333606891,37.29221430080631
논현201-5번지점,월-금 07:00~22:00 | 토 08:00~21:00 | 일/공휴일 10:00~21:00,"서울특별시 강남구  강남대로112길 20 1층, 2층",02-541-9563,"서울특별시강남구강남대로112길201층,2층",유,127.02824162289075,37.50643904577989
한성대입구역점,"| 평일 07:00~22:00  | 주말,공휴일 08:00~22:00 |",서울특별시 성북구 삼선교로 12 1층,02-766-7951,서울특별시성북구삼선교로121층,유,127.01501577772551,37.58996414867863
부산서면서전로점,평일/주말 09:30~21:00,"부산광역시 부산진구 서전로 12, 1층",051-819-8708,"부산광역시부산진구서전로12,1층",정,129.0608716758722,35.15752304847512
신용산역래미안점,월-금 07:00~22:00 | 토/일/공휴일 08:00~22:00,서울시 용산구 한강대로95,02-2074-1049,서울특별시용산구한강대로95,정,126.96728663680257,37.52945193014557
인천공항 제2여객터미널 입구점,매일 06:00~21:00,인천광역시 중구 운서동 2868 인천공항 제2터미널 1층 연번(23-124),032-743-2894,인천광역시중구운서동2868인천공항제2터미널1층연번(23-124),정,126.43365447542473,37.4686063007379
광명아브뉴프랑점,월-금 07:00~22:00 | 토/일/공휴일 07:00~22:00,경기도 광명시 양지로16 아브뉴프랑 지하 2층 (주)커피빈코리아 광명아브뉴프랑점,02-899-7460,경기도광명시양지로16아브뉴프랑지하2층(주)커피빈코리아광명아브뉴프랑점,정,126.88144816908111,37.415739253462625
상수역점,평일 08:00~20:00 주말/공휴일 09:00 ~ 21:30,"서울시 마포구 와우산로10길 3, 엘케이빌딩 1~3층",02-325-6804,"서울특별시마포구와우산로10길3,엘케이빌딩1~3층",정,126.92318730249983,37.54812713032527
선릉역3번출구세방빌딩점,"월-금 07:00~21:00 | 주말,공휴일 08:00-21:00",서울특별시 강남구 선릉로 433 세방빌딩 1층,02-2051-9328,서울특별시강남구선릉로433세방빌딩1층,정,127.04891608374807,37.5037769716641
파주DT점,월-금 07:30~21:00 | 주말/공휴일 08:00~21:00,경기도 파주시 문발로 131,031-8070-0028,경기도파주시문발로131,정,126.68621215059282,37.706320988701954
문정동환인제약빌딩점,"평일 07:00~21:00ㅣ토요일 08:00~21:00ㅣ일,공휴일 08:00~21:00",서울특별시 송파구 법원로6길 11 환인빌딩 1층,02-449-9569,서울특별시송파구법원로6길11환인빌딩1층,정,127.12219790644625,37.48364616059068
동탄능동DT점,매일 07:00~22:00,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)",031-267-4182,"경기도화성시능동453-4,453-8,454-1소재건물(1~3층)",정,127.05635134715773,37.21098701790645
방이역4번출구점,매일 07:00-22:00,서울 송파구 방이동 206-11,02-420-0386,서울특별시송파구방이동206-11,정,127.12579052113472,37.50935456285056
종로구청앞점,월-금 07:00~22:00 | 주말 09:00~22:00,서울특별시 종로구 종로3길 34,02-739-6151,서울특별시종로구종로3길34,정,126.97948437691377,37.57187875022787
종로센트로폴리스점,월-금 07:00~23:00 | 주말/공휴일 08:00~22:00 |,"서울시 종로구 우정국로 26 센트로폴리스 1층 Retail 1-5,6",02-6370-5845,"서울특별시종로구우정국로26센트로폴리스1층Retail1-5,6",정,126.9836593193435,37.57149598559427
안양시청앞점,월-금 07:00~23:00 | 토08:00~23:00 ㅣ일/공휴일 08:00~22:00,"경기도 안양시 동안구 시민대로 260, 1층 104,105호",031-5177-4770,"경기도안양시동안구시민대로260,1층104,105호",정,126.95941356062471,37.39350698526875
하남신세계백화점 B1점,월-목 10:30~20:00 ㅣ 금-일 10:30~21:00,"경기도 하남시 미사대로 750, 신세계백화점 지하1층 식품관",031-8072-1641,"경기도하남시미사대로750,신세계백화점지하1층식품관",정,127.223740710631,37.54543614751599
창원시티세븐점,"평일, 주말 08:00~22:00","경상남도 창원시 성산구 원이대로 320, 더시티세븐S-105호(대원동)",055-600-5361,"경상남도창원시성산구원이대로320,더시티세븐S-105호(대원동)",정,128.65324276486385,35.240315344865664
부천북부역사거리점,주중 07:00~22:00 주말/공휴일 08:00~22:00,경기도 부천시 부천로25,032-655-8954,경기도부천시부천로25,정,126.78281967942739,37.48669652214211
경희대점,"| 평일 08:30~21:00  | 주말,공휴일 09:00~21:00 |",서울시 동대문구 경희대로 10 (회기동),02-3295-4552,서울특별시동대문구경희대로10(회기동),정,127.05266342978867,37.59240405568572
동대입구역점,"월-목 07:00~22:30 | 금,토 07:00~23:00 | 일/공휴일 07:00~22:00  I","서울시 중구 장충동2가 188-11, 188-4, 188-5",02-2264-8247,"서울특별시중구장충동2가188-11,188-4,188-5",정,127.00522214370804,37.55973929409159
새문안로점,월-목 07:00~22:00 | 금 08:00~22:00ㅣ토요일 08:00~22:00 ㅣ일요일 08:00~21:00,"서울특별시 종로구 새문안로 91 고려빌딩 1,2층",02-739-5806,"서울특별시종로구새문안로91고려빌딩1,2층",정,126.97475994449556,37.57048687738136
부산서면점,일~목 08:00~22:00ㅣ금~토 08:00~23:00,부산 부산진구 서면로 62-1 에이스메디컬타워 1F,051-802-4282,부산부산진구서면로62-1에이스메디컬타워1F,정,129.05804353846284,35.156308929569725
김포장기DT점,매일 07:00~23:00,경기도 김포시 태장로 819,031-987-0409,경기도김포시태장로819,정,126.67784676229958,37.63622613568128
교대법원점,월-금 07:30~21:00 | 토/일/공휴일 08:00~21:00,"서울 서초구 서초중앙로 156, 1층",02- 3664-7716,"서울특별시서초구서초중앙로156,1층",정,127.01353858371507,37.49563251816419
광주상무역점,평일 07:30~21:00 ㅣ주말 08:00~21:00,"광주 서구 상무중앙로 9, 동양빌딩 1F",062-385-8371,"광주광역시서구상무중앙로9,동양빌딩1F",정,126.8479161701805,35.14776042072915
부산남포역점,일~목 08:00~23:00ㅣ금~토 08:00~00:00,부산 중구 해관로 1 희남빌딩 1층,051-246-6284,부산중구해관로1희남빌딩1층,정,129.03568092397342,35.098977714605944
영종도운서역점,매일 08:00 ~ 22:00,"인천시 중구 신도시남로 142번길 6 (메가스타 영종 139,140,141호)",032-746-9822,"인천시중구신도시남로142번길6(메가스타영종139,140,141호)",정,126.49148998716146,37.49342073785505
화곡역점,매일 07:00~22:00,서울시 강서구 강서로 162,02-766-7952,서울특별시강서구강서로162,정,126.84103714747978,37.54139504174789
잠실향군타워점,월-금 06:30~22:00 | 토요일 07:00~21:00 | 일/공휴일 08:00~21:00,서울특별시 송파구 올림픽로35길 123 1층,02-412-8812,서울특별시송파구올림픽로35길1231층,유,127.09964347785963,37.51592713889268
광주문화전당역점,일~목 08:00~22:30  금~토 08:00~00:00,광주광역시 동구 서남동 서석로 44 1층 ~ 2층,062-236-6591,광주광역시동구서남동서석로441층~2층,유,126.91851738269962,35.14660042807243
해운대센텀호텔점,평일&주말 07:00~21:30,부산 해운대구 센텀3로 20 해운대센텀호텔 1F 101호,051-743-5088,부산해운대구센텀3로20해운대센텀호텔1F101호,정,129.13281858737201,35.16781114503781
남양주화도DT점,"| 평일 07:00~22:00  | 주말,공휴일 08:00~22:00 |",경기도 남양주시 경춘로 1641,031-591-2406,경기도남양주시경춘로1641,정,127.27367976401253,37.65407392529549
송도푸르지오월드마크점,매일 07:00~22:00,"인천시 연수구 컨벤시아대로 60, 1층",032-851-6269,"인천시연수구컨벤시아대로60,1층",정,126.65066640781455,37.39758635720842
선정릉역점,"월-금 07:00~22:00 | 주말,공휴일 09:00~22:00",서울시 강남구 봉은사로 331 SH빌딩점 B1-1층,02-2058-3028,서울특별시강남구봉은사로331SH빌딩점B1-1층,정,127.04297055575542,37.51027904942697
삼성루첸타워점,"월-금 07:00~20:00 | 주말,공휴일 10:00~18:00",서울 강남구 대치동 943-2 루첸타워 1층 로비,02-994-8879,서울특별시강남구대치동943-2루첸타워1층로비,정,127.05877592833832,37.50705879758703
수원AK플라자점,월-일 10:30~22:00 I 공휴일 10:30~22:00,경기도 수원시 팔달구 덕영대로 924 AK플라자 4층,031-240-2246 ｜ 031-278-76,경기도수원시팔달구덕영대로924AK플라자4층,정,126.99976612066135,37.26731242937671
대구228공원앞점,월~목 08:30~22:00 ㅣ금 08:30~22:30ㅣ토 08:30~22:30ㅣ일 08:30~22:00,대구광역시 중구 동성로3길 106,053-421-7436,대구광역시중구동성로3길106,정,128.59879388515745,35.86998499189016
이태원몬드리안호텔점,평일 08:00~22:30 | 주말/공휴일 08:00~22:30,서울시 용산구 장문로 23 몬드리안 서울 이태원호텔 101호,02-3775-0548,서울특별시용산구장문로23몬드리안서울이태원호텔101호,정,126.99310687202856,37.52856507550476
수서역원방빌딩점,"월-금 06:30~21:00 | 토,일,공휴일 07:00~21:00",서울 강남구 광평로 51길 6-23 원방테크사옥 1층,02-3473-3830,서울특별시강남구광평로51길6-23원방테크사옥1층,정,127.10411291396728,37.48877339005024
서초동점,평일 07:30~20:00 | 토/일/공휴일 08:00~21:00,서울특별시 서초구 반포대로70,02-3665-9507,서울특별시서초구반포대로70,정,127.01053340156382,37.486698449550815
선릉KSA한국표준협회점,월-금 07:00~21:00 | 토요일 07:00~21:00 | 일요일 08:00~21:00,서울시 강남구 테헤란로69길 5 DT센터점 1층,02-3141-7948,서울특별시강남구테헤란로69길5DT센터점1층,정,127.0524026465079,37.506194157918735
KB국민은행노원역점,"| 평일 07:00~21:00  | 주말,공휴일 08:00~21:00 |","서울시 노원구 동일로 1405, 1층 일부",02-930-9486,"서울특별시노원구동일로1405,1층일부",정,127.06017848823491,37.65383254842336
논현역6번출구앞점,월-금 07:00~22:00 | 토 08:00~22:00 | 일/공휴일 08:00~22:00,서울시 서초구 강남대로 563 페이토플라자 1층 ( 잠원동 37-1 ),02-755-3301,서울특별시서초구강남대로563페이토플라자1층(잠원동37-1),정,127.02043049574044,37.511944627727466
청계천을지로점,평일 06:30~23:00ㅣ주말/공휴일 09:00~22:00,서울 중구 남대문로10길 33 1F,02-723-1771,서울특별시중구남대문로10길331F,유,126.98537928897417,37.568064858761765
부천스타필드시티점,매일 10:00 ~ 22:00,경기도 부천시 옥길동 768 부천스타필드시티점 4층,02-6386-1423,경기도부천시옥길동768부천스타필드시티점4층,정,126.81394215784174,37.46151633973902
송파헬리오시티점,"07:00~21:00 | 토,일 07:00~21:00",서울시 송파구 송파대로 345 ( 헬리오시티상가 3블럭 A동 B1층 22호 ),02-777-3363,서울특별시송파구송파대로345(헬리오시티상가3블럭A동B1층22호),정,127.10892035674138,37.49984550841662
서초중앙로점,평일 07:00~22:00 | 주말 08:00~22:00,"서울시 서초구 서초중앙로 209, 해성빌딩 1층",02-537-2992,"서울특별시서초구서초중앙로209,해성빌딩1층",정,127.01182699523582,37.50032063373379
혜화역점,"l 월~일,공휴일 08:00~23:00 l",서울시 종로구 대명길 5,02-745-9471,서울특별시종로구대명길5,정,127.00115489901692,37.58352215814383
제주아라점,매일 07:00~22:00,제주도 제주시 연북로 511,064-758-1194,제주특별자치도제주시연북로511,정,126.53454026756472,33.48444422442302
부산중앙역점,"평일 07:30~21:00 | 주말,공휴일 09:00~21:00",부산광역시 중구 중앙대로 102 팬오션빌딩 1F,051-466-8856,부산광역시중구중앙대로102팬오션빌딩1F,정,129.0365283196356,35.10671818702468
용인역북점,월-금 07:00~22:00ㅣ주말/공휴일 08:00~22:00,경기도 용인시 처인구 역북동 598-7,031-323-6886,경기도용인시처인구역북동598-7,정,127.18843969906315,37.2296420623978
부산화명수정역점,평일/주말 08:30~21:30,"부산광역시 북구 학사로 8  (화명동 2312), 크리스탈타워 2층 201~202호",051-361-3370,"부산광역시북구학사로8(화명동2312),크리스탈타워2층201~202호",정,129.00875648999417,35.224082059803415
하나은행을지로본점,월-금 06:30~19:00 | 토요일 휴점~휴점 | 일/공휴일 휴점~휴점,서울시 중구 을지로 35 하나은행 을지로본점 24F 내 스마트워크센터,02-338-9179,서울특별시중구을지로35하나은행을지로본점24F내스마트워크센터,유,126.99313724639582,37.56395038978822
광주봉선점,평일/주말 07:00~22:00,광주광역시 남구 봉선로 168,062-671-3371,광주광역시남구봉선로168,정,126.91366157289414,35.12281882537804
성균관대법학관점,"평일 08:00~20:00 | 토요일 09:00~17:00 | 일요일, 공휴일 휴점 |",서울시 종로구 성균관로 25-2 성균관대학교 법학관 B2,02-740-1958,서울특별시종로구성균관로25-2성균관대학교법학관B2,정,126.99453600717641,37.588275632849474
안양LS타워점,평일 07:00 ~ 18:00 / 주말공휴일휴점,경기도 안양시 동안구 엘에스로 127 1층,031-429-9650,경기도안양시동안구엘에스로1271층,유,126.94691746149577,37.374269775918386
용인에버랜드점,매일  11:00 ~ 20:30,경기도 용인시 처인구 포곡읍 가실리 156-1 (파크내 홀랜드빌리지 옆 암스테르담),031-334-0556,경기도용인시처인구포곡읍가실리156-1(파크내홀랜드빌리지옆암스테르담),정,127.20051140979047,37.290363716966816
명동거리점,월~목 07:00~23:00 l 금 07:00~24:00 l 토 08:00~24:00 l 일 08:00~23:00,서울시 중구 명동 10길 52 명동역 신한은행 사옥 1층,02-522-7158,서울특별시중구명동10길52명동역신한은행사옥1층,정,126.98570582606379,37.56145737763558
제주애월DT점,평일/주말  07:00 ~ 22:00,제주도 제주시 애월읍 애월해안로 560,064-799-3670,제주특별자치도제주시애월읍애월해안로560,정,126.36320093788042,33.478160334070175
진주LH본사점,평일 08:00~18:00 / 토 10:00~18:00 / 일&공휴일 휴점,경남 진주시 충의로 19 LH진주사옥 공감동 1층,055-763-3520,경상남도진주시충의로19LH진주사옥공감동1층,정,128.1447576887272,35.17901829838249
이천하이닉스 행복마을점,평일 07:30~22:00 | 주말 09:00~19:00 | 공휴일 휴무,"경기도 이천시 대산로288번길 89, 행복1마을 복지A동 지하1층",031-638-7018,"경기도이천시대산로288번길89,행복1마을복지A동지하1층",정,127.47333143489895,37.24913120422171
용산아이파크몰점,평일/주말 08:00~22:00,"서울시 용산구 한강대로 23길 55, 아이파크몰 테이스트파크 7층",02-2012-0731,"서울특별시용산구한강대로23길55,아이파크몰테이스트파크7층",정,126.96474135084641,37.52977211893694
동탄타임테라스점,월-일  10:30 ~ 22:00,경기도 화성시 동탄중앙로220 타임테라스A 블록 1층 110호-1호,031-613-7684,경기도화성시동탄중앙로220타임테라스A블록1층110호-1호,정,127.06867643792496,37.20539054881939
천안신부동점,"평일, 주말 08:00~21:00",충남 천안시 동남구 만남로 48,041-566-0718,충청남도천안시동남구만남로48,정,127.15737999263403,36.81859531153374
일산동구청점,평일 07:00~22:00ㅣ주말/공휴일 08:00~22:00,경기도 고양시 일산동구 정발산로 38,031-903-3989,경기도고양시일산동구정발산로38,정,126.77313135015449,37.65671508066027
상암SBS프리즘타워점,"평일 07:30 ~ 19:00ㅣ주말,공휴일 휴점",서울 마포구 상암산로 82 SBS 프리즘 타워 1층 로비,02-562-9605,서울특별시마포구상암산로82SBS프리즘타워1층로비,정,126.89277358401814,37.57971546093238
